timestamp,sumOpenInterest,sumOpenInterestValue
2025-06-19 16:00:00,77466.64300000,8060807030.69360000
2025-06-19 17:00:00,77480.39200000,8054439994.98174300
2025-06-19 18:00:00,77445.56400000,8091744863.41200000
2025-06-19 19:00:00,77393.30300000,8076317897.61902100
2025-06-19 20:00:00,77634.13000000,8089670431.32500000
2025-06-19 21:00:00,77669.40800000,8094635799.29280000
2025-06-19 22:00:00,77657.48600000,8098183983.02274100
2025-06-19 23:00:00,77806.74200000,8134500581.67113300
2025-06-20 00:00:00,77793.71000000,8138177943.93655600
2025-06-20 01:00:00,77841.88600000,8145982117.75080000
2025-06-20 02:00:00,77874.12400000,8156300572.70178700
2025-06-20 03:00:00,77875.29700000,8144548999.09650000
2025-06-20 04:00:00,78010.10000000,8156953658.95576500
